Campaign_ID,Campaign_Name,Channel,Start_Date,End_Date,Region,Audience_Type,Age_Group,Gender,Impressions,Clicks,Conversions,Spend,Revenue
MKT717,Diwali Offers,Google Ads,2024-05-24,2024-06-02,South,New,26-35,Female,176452,7785,2140,18304,11849
MKT718,Summer Sale,Google Ads,2024-01-22,2024-02-14,West,New,50+,Female,170245,5922,2903,39695,78178
MKT719,Festive Blast,Instagram,2024-08-29,2024-09-09,North,New,36-50,Male,43989,9090,373,35225,77136
MKT720,New Year Promo,YouTube,2024-06-07,2024-06-21,South,Returning,18-25,Male,128106,3330,1055,25536,70740
MKT721,Clearance Campaign,Twitter,2024-07-29,2024-08-10,North,Returning,36-50,Female,44519,5686,2747,35831,96322
MKT722,Monsoon Offers,Google Ads,2024-04-03,2024-04-11,East,New,18-25,Other,42439,2902,1879,16673,54565
MKT723,Summer Sale,Email,2024-08-04,2024-08-16,South,New,18-25,Other,138570,13205,480,26917,30183
MKT724,Clearance Campaign,Instagram,2024-01-29,2024-02-17,West,Returning,26-35,Female,34995,5670,1452,32829,11132
MKT725,Summer Sale,Instagram,2024-07-04,2024-07-19,South,New,26-35,Male,43559,8143,578,20372,48259
MKT726,New Year Promo,Twitter,2024-10-01,2024-10-31,North,Returning,26-35,Male,109049,14179,2162,30938,73668
MKT727,Monsoon Offers,Email,2024-07-18,2024-07-27,North,Returning,50+,Other,156093,3059,615,7663,48563
MKT728,Festive Blast,YouTube,2024-04-11,2024-04-27,South,New,50+,Other,118000,1140,290,14465,20931
MKT729,Winter Deals,Email,2024-06-24,2024-07-01,West,New,26-35,Female,172191,2789,1291,8326,83169
MKT730,Mega Discount,YouTube,2024-07-15,2024-08-08,West,New,50+,Other,59350,12818,2768,8659,60639
MKT731,Festive Blast,Email,2024-05-20,2024-06-15,West,New,36-50,Female,197295,1016,1260,32594,68901
MKT732,Winter Deals,Email,2024-04-12,2024-04-19,North,Returning,36-50,Other,45517,14374,2301,9763,11044
MKT733,Diwali Offers,Facebook,2024-04-12,2024-04-20,South,Returning,50+,Other,173322,13540,1511,28121,56691
MKT734,Weekend Bonanza,Instagram,2024-07-29,2024-08-09,East,Returning,50+,Other,109132,1464,371,15828,34363
MKT735,Flash Sale,Email,2024-05-04,2024-05-20,North,New,36-50,Male,79546,5471,242,16221,56694
MKT736,Flash Sale,Twitter,2024-10-18,2024-11-06,West,Returning,18-25,Male,125686,2827,2012,16211,11582
MKT737,Mega Discount,Email,2024-03-30,2024-04-09,South,New,36-50,Male,108151,12220,1192,18569,89910
MKT738,Monsoon Offers,Google Ads,2024-05-07,2024-05-30,West,New,36-50,Other,23327,9711,2394,36358,76844
MKT739,New Year Promo,Instagram,2024-03-27,2024-04-09,East,New,50+,Female,140318,6956,887,42860,31301
MKT740,Monsoon Offers,Google Ads,2024-03-09,2024-03-17,West,New,36-50,Female,180840,1089,2226,11022,84329
MKT741,New Year Promo,Instagram,2024-07-31,2024-08-13,West,New,50+,Female,193860,5815,1781,18515,11620
MKT742,Monsoon Offers,Google Ads,2024-09-23,2024-10-15,East,New,50+,Female,135945,3851,722,11159,72224
MKT743,Weekend Bonanza,Email,2024-02-09,2024-02-18,South,Returning,26-35,Male,66830,3843,2672,46213,66655
MKT744,Diwali Offers,Email,2024-01-14,2024-02-12,North,New,36-50,Male,72446,13917,2919,26691,47534
MKT745,Diwali Offers,Facebook,2024-06-25,2024-07-15,South,Returning,18-25,Other,166232,11076,1037,29904,49390
MKT746,Winter Deals,Twitter,2024-03-20,2024-03-28,East,Returning,26-35,Other,185070,13363,1218,48790,81629
MKT747,Clearance Campaign,Google Ads,2024-01-04,2024-01-12,West,New,50+,Female,178302,10117,716,8044,65856
MKT748,Diwali Offers,YouTube,2024-01-03,2024-01-31,South,New,50+,Male,160148,12926,1131,14612,59252
MKT749,Diwali Offers,Facebook,2024-01-07,2024-02-01,North,New,18-25,Female,89341,7543,166,10636,65809
MKT750,Festive Blast,Google Ads,2024-01-07,2024-02-06,East,Returning,50+,Other,51085,6901,290,16593,32259
MKT751,Festive Blast,Google Ads,2024-06-28,2024-07-23,South,New,36-50,Other,75571,1969,2915,7892,30655
MKT752,Winter Deals,Facebook,2024-08-28,2024-09-14,North,Returning,26-35,Female,165787,2094,620,26672,43005
MKT753,Clearance Campaign,Email,2024-07-18,2024-07-29,East,New,50+,Other,148308,7124,1089,10812,41629
MKT754,Mega Discount,Google Ads,2024-04-01,2024-04-14,North,New,50+,Female,25750,8347,1240,36085,33610
MKT755,Festive Blast,Email,2024-08-24,2024-09-04,East,Returning,18-25,Male,133931,4195,2414,5654,67184
MKT756,Mega Discount,Facebook,2024-01-06,2024-02-03,West,Returning,36-50,Female,98768,2404,1734,22143,31602
MKT757,Summer Sale,Email,2024-04-23,2024-05-14,South,New,50+,Male,55903,12556,2632,6798,95945
MKT758,Festive Blast,Instagram,2024-07-04,2024-08-01,North,Returning,18-25,Male,183165,7940,1287,42927,21110
MKT759,Weekend Bonanza,YouTube,2024-07-02,2024-07-28,East,Returning,50+,Other,111036,5290,475,34087,16073
MKT760,Clearance Campaign,Google Ads,2024-02-17,2024-03-16,North,Returning,18-25,Other,107954,4982,752,16618,90818
MKT761,Winter Deals,Twitter,2024-09-30,2024-10-24,North,Returning,18-25,Other,185386,13515,648,13446,20195
MKT762,Summer Sale,YouTube,2024-03-15,2024-03-31,South,Returning,36-50,Female,199297,13205,1197,26646,11537
MKT763,Clearance Campaign,Email,2024-09-21,2024-10-03,West,New,50+,Female,103014,6555,172,41591,27138
MKT764,Weekend Bonanza,Google Ads,2024-01-15,2024-02-10,North,New,36-50,Other,186251,8954,2455,32200,54328
MKT765,Clearance Campaign,Email,2024-02-18,2024-03-02,East,Returning,18-25,Female,137305,13748,298,34571,56202
MKT766,Weekend Bonanza,Instagram,2024-07-28,2024-08-22,East,New,26-35,Other,176410,5713,1881,27538,50164
MKT767,Weekend Bonanza,Facebook,2024-01-09,2024-01-16,West,New,50+,Female,52101,4092,671,45555,99743
MKT768,Mega Discount,Google Ads,2024-10-23,2024-10-30,East,Returning,26-35,Male,22775,5159,890,48964,64659
MKT769,Monsoon Offers,Instagram,2024-04-04,2024-04-11,West,New,50+,Male,131497,7308,1738,25900,96155
MKT770,Summer Sale,Instagram,2024-03-11,2024-04-06,East,Returning,36-50,Other,65619,11266,1931,27356,59692
MKT771,Clearance Campaign,Google Ads,2024-02-27,2024-03-24,South,Returning,36-50,Female,196910,8478,1955,28023,34845
MKT772,New Year Promo,Email,2024-03-25,2024-04-04,North,New,36-50,Female,170611,9476,1610,44148,99846
MKT773,Summer Sale,Twitter,2024-02-02,2024-02-28,South,Returning,36-50,Male,77124,14971,1274,22392,40562
MKT774,Monsoon Offers,Instagram,2024-03-21,2024-04-17,North,Returning,36-50,Male,85149,5933,278,25698,38036
MKT775,Summer Sale,YouTube,2024-05-28,2024-06-20,North,Returning,26-35,Other,46616,5926,2344,47470,70752
MKT776,Diwali Offers,Instagram,2024-06-14,2024-07-14,North,Returning,36-50,Male,188171,10379,834,31535,84233
MKT777,New Year Promo,Twitter,2024-10-20,2024-11-14,South,Returning,18-25,Other,81799,4969,2236,40450,93049
MKT778,Monsoon Offers,Email,2024-04-02,2024-04-12,North,New,18-25,Male,110221,3965,898,38757,78681
MKT779,Mega Discount,Email,2024-08-31,2024-09-10,South,New,26-35,Male,134879,5319,887,17476,37818
MKT780,Clearance Campaign,YouTube,2024-07-30,2024-08-29,West,Returning,50+,Female,45479,9975,2895,46214,40544
MKT781,Flash Sale,Instagram,2024-04-20,2024-05-04,East,Returning,18-25,Male,197244,8108,308,9711,72532
MKT782,Monsoon Offers,Email,2024-10-10,2024-11-02,East,New,50+,Male,119165,10141,592,11479,88636
MKT783,Winter Deals,Twitter,2024-04-17,2024-05-16,North,Returning,26-35,Other,75863,4939,2812,36390,67705
MKT784,Clearance Campaign,Google Ads,2024-09-02,2024-09-14,South,New,50+,Male,193115,1044,1757,18161,30104
MKT785,Monsoon Offers,Facebook,2024-04-11,2024-05-05,East,Returning,50+,Other,102569,2810,831,37152,79603
MKT786,Diwali Offers,Facebook,2024-02-01,2024-02-09,South,Returning,50+,Male,166480,5566,1229,19635,69025
MKT787,Flash Sale,Facebook,2024-03-21,2024-04-09,South,Returning,50+,Male,36351,11273,1705,45843,42317
MKT788,Diwali Offers,Instagram,2024-10-27,2024-11-07,North,Returning,26-35,Other,155203,12690,2845,35297,41416
MKT789,Flash Sale,YouTube,2024-06-12,2024-07-01,East,Returning,18-25,Female,64825,10021,693,25836,52012
MKT790,Winter Deals,Email,2024-05-17,2024-06-07,North,Returning,36-50,Other,31349,2909,2999,29831,78045
MKT791,Clearance Campaign,Google Ads,2024-04-12,2024-05-07,North,Returning,50+,Other,64254,7364,1315,6007,31400
MKT792,Mega Discount,Twitter,2024-01-17,2024-02-10,East,New,18-25,Other,58225,3581,424,31331,58270
MKT793,Diwali Offers,Google Ads,2024-04-03,2024-04-23,East,New,18-25,Female,32453,1691,1078,45456,82069
MKT794,Diwali Offers,Twitter,2024-01-15,2024-02-09,West,New,26-35,Male,169886,13211,1849,15763,59833
MKT795,Weekend Bonanza,Instagram,2024-01-20,2024-02-07,West,Returning,18-25,Other,169335,14678,1950,8908,73644
MKT796,Flash Sale,Facebook,2024-07-24,2024-08-20,South,Returning,26-35,Other,97694,1931,1590,32573,90206
MKT797,Festive Blast,Instagram,2024-09-27,2024-10-10,East,Returning,50+,Female,35735,14128,993,24187,79468
MKT798,Clearance Campaign,YouTube,2024-09-23,2024-10-13,West,Returning,50+,Other,166902,8910,1490,16957,69473
MKT799,Flash Sale,YouTube,2024-02-28,2024-03-22,South,Returning,36-50,Male,67893,14861,243,9379,55809
MKT800,Weekend Bonanza,Twitter,2024-03-24,2024-04-22,South,Returning,36-50,Female,195745,7382,483,32959,48328
MKT801,Summer Sale,Email,2024-10-09,2024-10-29,South,Returning,36-50,Male,147006,4406,2363,21482,46784
MKT802,Flash Sale,Email,2024-03-23,2024-04-04,West,New,18-25,Male,65066,9339,2471,32105,33723
MKT803,Mega Discount,Twitter,2024-05-26,2024-06-23,East,Returning,50+,Female,154445,2032,316,5877,70646
MKT804,Clearance Campaign,YouTube,2024-03-19,2024-04-17,North,New,26-35,Other,161407,2311,1615,23252,76255
MKT805,Weekend Bonanza,YouTube,2024-02-23,2024-03-24,South,New,36-50,Male,174813,9579,2330,36334,10074
MKT806,Summer Sale,YouTube,2024-04-12,2024-05-08,West,Returning,26-35,Male,30692,4121,2417,24049,36498
MKT807,New Year Promo,Instagram,2024-02-06,2024-02-13,West,Returning,26-35,Male,198367,2873,1590,22772,75522
MKT808,Weekend Bonanza,YouTube,2024-01-16,2024-02-08,North,New,36-50,Male,65541,12780,1735,7637,30541
MKT809,New Year Promo,Google Ads,2024-10-01,2024-10-09,North,New,50+,Female,185129,10107,2614,12242,55929
MKT810,Clearance Campaign,Facebook,2024-08-27,2024-09-17,West,Returning,36-50,Female,86983,11070,2452,47025,36028
MKT811,Diwali Offers,YouTube,2024-07-19,2024-08-15,East,Returning,26-35,Male,170655,7781,1267,46381,39545
MKT812,Weekend Bonanza,Twitter,2024-01-05,2024-01-25,North,New,36-50,Other,173837,4748,210,40651,89569
MKT813,Winter Deals,Facebook,2024-09-11,2024-10-05,West,Returning,26-35,Male,174978,1277,1113,38972,41673
MKT814,New Year Promo,Instagram,2024-03-16,2024-04-15,North,Returning,26-35,Other,140747,11169,331,21928,40974
MKT815,Mega Discount,Twitter,2024-03-04,2024-04-02,East,Returning,36-50,Male,105103,2859,1814,33742,68899
MKT816,Winter Deals,Facebook,2024-04-07,2024-05-06,South,New,18-25,Other,197597,12228,1855,16831,33097
MKT817,Monsoon Offers,Twitter,2024-06-25,2024-07-11,North,New,36-50,Male,189302,12563,2742,24556,74824
MKT818,Monsoon Offers,Instagram,2024-07-06,2024-07-25,East,New,18-25,Other,170592,6929,1677,30343,33525
MKT819,Summer Sale,Google Ads,2024-09-18,2024-10-15,West,Returning,26-35,Male,45566,7792,1396,27834,67804
MKT820,Diwali Offers,Instagram,2024-04-08,2024-05-04,North,Returning,26-35,Male,93193,5713,2320,44288,25043
